basket_id,open_time,symbol,direction,regime,adx,atr,atr_expansion_rate,impulse_score,dist_ema_abs,spread_points,hour,adx_accel,consecutive_same_dir,ema_slope,profit,hit_bsl,hit_tp,mae,max_depth,label_class,y_steamroller
1614,2025.06.12 14:22:59,EURUSD,BUY,liquidity_vacuum,26.20,0.00095,1.794118,20.4558,2.8585,10,14,-1.87,3,-0.00007,10.00,0,1,-7.84,4,winner,0
1615,2025.06.13 06:06:27,EURUSD,SELL,liquidity_vacuum,22.09,0.00053,-0.442105,2.0422,3.3687,12,6,-4.11,1,0.00000,10.03,0,1,-7.97,5,winner,0
1616,2025.06.13 13:05:40,EURUSD,SELL,liquidity_vacuum,29.30,0.00060,0.132075,17.7834,2.1706,8,13,7.21,2,0.00005,-25.01,1,0,-25.01,5,steamroller_bsl,1
1617,2025.06.16 11:18:15,EURUSD,BUY,liquidity_vacuum,23.72,0.00039,-0.35,1.9117,2.8467,12,11,-5.58,1,-0.00002,-25.00,1,0,-25.00,5,steamroller_bsl,1
1618,2025.06.17 21:50:39,EURUSD,SELL,liquidity_vacuum,23.29,0.00037,-0.051282,2.3177,6.0708,10,21,-0.43,1,0.00001,10.04,0,1,-19.66,5,winner,0
1619,2025.06.18 23:03:15,EURUSD,SELL,liquidity_vacuum,22.22,0.00036,-0.027027,1.6289,2.1155,12,23,-1.07,2,0.00002,20.77,0,1,-21.93,5,winner,0
1620,2025.06.22 23:04:26,EURUSD,SELL,liquidity_vacuum,19.46,0.00089,1.472222,18.4618,2.1583,8,23,-2.76,3,-0.00015,-25.01,1,0,-25.01,3,steamroller_bsl,1
1621,2025.06.24 01:50:29,EURUSD,BUY,liquidity_vacuum,26.37,0.00049,-0.449438,16.6906,3.4824,8,1,6.91,1,0.00000,10.00,0,1,-2.72,3,winner,0
1622,2025.06.24 16:56:36,EURUSD,BUY,liquidity_vacuum,25.91,0.00060,0.22449,3.9054,0.242,8,16,-0.46,2,-0.00006,10.01,0,1,-1.92,1,winner,0
1623,2025.06.26 05:12:05,EURUSD,BUY,liquidity_vacuum,23.61,0.00057,-0.05,2.1293,1.7172,10,5,-2.3,3,-0.00004,10.03,0,1,-2.39,3,winner,0
1624,2025.06.26 11:42:26,EURUSD,BUY,liquidity_vacuum,16.80,0.00045,-0.210526,2.8681,3.0723,11,11,-6.81,4,-0.00003,10.01,0,1,-9.79,5,winner,0
1625,2025.06.26 19:25:37,EURUSD,BUY,liquidity_vacuum,12.62,0.00032,-0.288889,2.9365,1.7462,10,19,-4.18,5,-0.00003,10.02,0,1,-17.48,5,winner,0
1626,2025.06.27 14:31:27,EURUSD,BUY,liquidity_vacuum,26.68,0.00086,1.6875,48.3553,0.6413,8,14,14.06,6,-0.00005,10.01,0,1,-5.71,2,winner,0
1627,2025.07.01 02:35:36,EURUSD,BUY,liquidity_vacuum,25.88,0.00036,-0.581395,4.3284,2.5137,12,2,-0.8,7,-0.00003,10.12,0,1,-7.04,4,winner,0
